SC,SN,NS,SYM_TK,LS,EXPIRY,PCR-COI,CALL_CandleTime,CALL_OT,CALL_CD,CALL_TK,CALL_COI,CALL_PX,STRIKE,PUT_PX,PUT_COI,PUT_TK,PUT_CD,PUT_OT,PUT_CandleTime
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-18000-CE,54562,0,0,18000.0,0,0,54563,OPT-NIFTY-21-Sep-2023-18000-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-18300-CE,54574,0,0,18300.0,0,0,54575,OPT-NIFTY-21-Sep-2023-18300-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-18600-CE,54586,0,0,18600.0,0,0,54587,OPT-NIFTY-21-Sep-2023-18600-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-18700-CE,54590,0,0,18700.0,0,0,54591,OPT-NIFTY-21-Sep-2023-18700-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-18800-CE,54594,0,0,18800.0,0,0,54595,OPT-NIFTY-21-Sep-2023-18800-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-18900-CE,54598,0,0,18900.0,0,0,54599,OPT-NIFTY-21-Sep-2023-18900-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-18950-CE,54604,0,0,18950.0,0,0,54605,OPT-NIFTY-21-Sep-2023-18950-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19000-CE,54606,0,0,19000.0,0,0,54607,OPT-NIFTY-21-Sep-2023-19000-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19050-CE,54608,0,0,19050.0,0,0,54609,OPT-NIFTY-21-Sep-2023-19050-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19100-CE,54612,0,0,19100.0,0,0,54613,OPT-NIFTY-21-Sep-2023-19100-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19150-CE,54616,0,0,19150.0,0,0,54617,OPT-NIFTY-21-Sep-2023-19150-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19200-CE,54618,0,0,19200.0,0,0,54619,OPT-NIFTY-21-Sep-2023-19200-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19250-CE,54620,0,0,19250.0,0,0,54621,OPT-NIFTY-21-Sep-2023-19250-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19300-CE,54622,0,0,19300.0,0,0,54623,OPT-NIFTY-21-Sep-2023-19300-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19350-CE,54625,0,0,19350.0,0,0,54626,OPT-NIFTY-21-Sep-2023-19350-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19400-CE,54627,0,0,19400.0,0,0,54628,OPT-NIFTY-21-Sep-2023-19400-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19450-CE,54629,0,0,19450.0,0,0,54630,OPT-NIFTY-21-Sep-2023-19450-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19500-CE,54631,0,0,19500.0,0,0,54632,OPT-NIFTY-21-Sep-2023-19500-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19550-CE,54634,0,0,19550.0,0,0,54635,OPT-NIFTY-21-Sep-2023-19550-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19600-CE,54636,0,0,19600.0,0,0,54637,OPT-NIFTY-21-Sep-2023-19600-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19650-CE,54639,0,0,19650.0,0,0,54640,OPT-NIFTY-21-Sep-2023-19650-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19700-CE,54643,0,0,19700.0,0,0,54644,OPT-NIFTY-21-Sep-2023-19700-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19750-CE,54645,0,0,19750.0,0,0,54646,OPT-NIFTY-21-Sep-2023-19750-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19800-CE,54647,0,0,19800.0,0,0,54648,OPT-NIFTY-21-Sep-2023-19800-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19850-CE,54650,0,0,19850.0,0,0,54651,OPT-NIFTY-21-Sep-2023-19850-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19900-CE,54654,0,0,19900.0,0,0,54655,OPT-NIFTY-21-Sep-2023-19900-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-19950-CE,54657,0,0,19950.0,0,0,54658,OPT-NIFTY-21-Sep-2023-19950-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20000-CE,54659,0,0,20000.0,0,0,54660,OPT-NIFTY-21-Sep-2023-20000-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20050-CE,54663,0,0,20050.0,0,0,54664,OPT-NIFTY-21-Sep-2023-20050-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20100-CE,54666,0,0,20100.0,0,0,54667,OPT-NIFTY-21-Sep-2023-20100-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20150-CE,54668,0,0,20150.0,0,0,54669,OPT-NIFTY-21-Sep-2023-20150-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20200-CE,54670,0,0,20200.0,0,0,54671,OPT-NIFTY-21-Sep-2023-20200-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20250-CE,54672,0,0,20250.0,0,0,54673,OPT-NIFTY-21-Sep-2023-20250-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20300-CE,54678,0,0,20300.0,0,0,54679,OPT-NIFTY-21-Sep-2023-20300-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20350-CE,54680,0,0,20350.0,0,0,54681,OPT-NIFTY-21-Sep-2023-20350-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20400-CE,54682,0,0,20400.0,0,0,54684,OPT-NIFTY-21-Sep-2023-20400-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20450-CE,54691,0,0,20450.0,0,0,54692,OPT-NIFTY-21-Sep-2023-20450-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20500-CE,54695,0,0,20500.0,0,0,54696,OPT-NIFTY-21-Sep-2023-20500-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20550-CE,54697,0,0,20550.0,0,0,54698,OPT-NIFTY-21-Sep-2023-20550-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20600-CE,54702,0,0,20600.0,0,0,54703,OPT-NIFTY-21-Sep-2023-20600-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20650-CE,54704,0,0,20650.0,0,0,54705,OPT-NIFTY-21-Sep-2023-20650-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20700-CE,54706,0,0,20700.0,0,0,54707,OPT-NIFTY-21-Sep-2023-20700-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-20800-CE,54712,0,0,20800.0,0,0,54713,OPT-NIFTY-21-Sep-2023-20800-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-21000-CE,54726,0,0,21000.0,0,0,54727,OPT-NIFTY-21-Sep-2023-21000-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-21,0,2023-09-20 14:37:43,CE,OPT-NIFTY-21-Sep-2023-21050-CE,54728,0,0,21050.0,0,0,54729,OPT-NIFTY-21-Sep-2023-21050-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-13000-CE,86729,0,0,13000.0,0,0,86730,OPT-NIFTY-28-Sep-2023-13000-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-14000-CE,86731,0,0,14000.0,0,0,86811,OPT-NIFTY-28-Sep-2023-14000-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-15000-CE,86812,0,0,15000.0,0,0,86813,OPT-NIFTY-28-Sep-2023-15000-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-16000-CE,86814,0,0,16000.0,0,0,86830,OPT-NIFTY-28-Sep-2023-16000-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-17000-CE,86831,0,0,17000.0,0,0,86832,OPT-NIFTY-28-Sep-2023-17000-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-17500-CE,59734,0,0,17500.0,0,0,59735,OPT-NIFTY-28-Sep-2023-17500-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-17900-CE,59758,0,0,17900.0,0,0,59759,OPT-NIFTY-28-Sep-2023-17900-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-18000-CE,86833,0,0,18000.0,0,0,86838,OPT-NIFTY-28-Sep-2023-18000-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-18100-CE,59766,0,0,18100.0,0,0,59767,OPT-NIFTY-28-Sep-2023-18100-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-18200-CE,59772,0,0,18200.0,0,0,61322,OPT-NIFTY-28-Sep-2023-18200-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-18300-CE,76261,0,0,18300.0,0,0,85755,OPT-NIFTY-28-Sep-2023-18300-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-18400-CE,85758,0,0,18400.0,0,0,85759,OPT-NIFTY-28-Sep-2023-18400-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-18500-CE,85762,0,0,18500.0,0,0,85763,OPT-NIFTY-28-Sep-2023-18500-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-18600-CE,85767,0,0,18600.0,0,0,85768,OPT-NIFTY-28-Sep-2023-18600-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-18700-CE,85771,0,0,18700.0,0,0,85772,OPT-NIFTY-28-Sep-2023-18700-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-18800-CE,85775,0,0,18800.0,0,0,85776,OPT-NIFTY-28-Sep-2023-18800-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-18850-CE,85777,0,0,18850.0,0,0,85780,OPT-NIFTY-28-Sep-2023-18850-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-18900-CE,85781,0,0,18900.0,0,0,85782,OPT-NIFTY-28-Sep-2023-18900-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-18950-CE,85783,0,0,18950.0,0,0,85784,OPT-NIFTY-28-Sep-2023-18950-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-19000-CE,86839,0,0,19000.0,0,0,86840,OPT-NIFTY-28-Sep-2023-19000-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-19050-CE,85785,0,0,19050.0,0,0,85786,OPT-NIFTY-28-Sep-2023-19050-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-19100-CE,85787,0,0,19100.0,0,0,85788,OPT-NIFTY-28-Sep-2023-19100-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-19150-CE,85789,0,0,19150.0,0,0,85824,OPT-NIFTY-28-Sep-2023-19150-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-19200-CE,85825,0,0,19200.0,0,0,85826,OPT-NIFTY-28-Sep-2023-19200-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-19250-CE,85827,0,0,19250.0,0,0,85828,OPT-NIFTY-28-Sep-2023-19250-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-19300-CE,85829,0,0,19300.0,0,0,85830,OPT-NIFTY-28-Sep-2023-19300-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-19350-CE,85831,0,0,19350.0,0,0,85832,OPT-NIFTY-28-Sep-2023-19350-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-19400-CE,85833,0,0,19400.0,0,0,85834,OPT-NIFTY-28-Sep-2023-19400-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-19450-CE,85835,0,0,19450.0,0,0,85836,OPT-NIFTY-28-Sep-2023-19450-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-19500-CE,85837,0,0,19500.0,0,0,85849,OPT-NIFTY-28-Sep-2023-19500-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-19550-CE,85850,0,0,19550.0,0,0,85851,OPT-NIFTY-28-Sep-2023-19550-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-19600-CE,85852,0,0,19600.0,0,0,85868,OPT-NIFTY-28-Sep-2023-19600-PE,PE,2023-09-20 14:37:43
NIFTY,NIFTY 50,NIFTY 50,NIFTY 50,50,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-NIFTY-28-Sep-2023-19650-CE,85869,0,0,19650.0,0,0,85870,OPT-NIFTY-28-Sep-2023-19650-PE,PE,2023-09-20 14:37:43
